date,gdp_growth,inflation,unemployment,yield_spread,recession
2011-09-30,-2.8529,9.15888,23.641,,1.0
2011-10-01,8.92201,8.39417,23.641,,1.0
2011-12-31,8.92201,8.39417,23.641,,1.0
2012-01-01,6.30641,7.16847,23.641,-0.5833333333333304,1.0
2012-03-31,6.30641,7.16847,24.135,-0.5833333333333304,1.0
2012-04-01,-6.77407,10.14235,24.135,0.023333333333329875,1.0
2012-06-30,-6.77407,10.14235,24.135,0.023333333333329875,1.0
2012-07-01,-0.42071,9.76027,24.135,-0.03333333333334032,1.0
2012-09-30,-0.42071,9.76027,24.135,-0.03333333333334032,1.0
2012-10-01,6.77709,10.10101,24.135,0.01666666666666039,1.0
2012-12-31,6.77709,10.10101,24.135,0.01666666666666039,1.0
2013-01-01,5.21649,11.70568,24.135,-0.1633333333333402,1.0
2013-03-31,5.21649,11.70568,24.473,-0.1633333333333402,1.0
2013-04-01,-4.8513,10.66237,24.473,0.04666666666666952,1.0
2013-06-30,-4.8513,10.66237,24.473,0.04666666666666952,1.0
2013-07-01,0.41248,10.76444,24.473,-1.9566666666666297,1.0
2013-09-30,0.41248,10.76444,24.473,-1.9566666666666297,1.0
2013-10-01,5.97852,10.55045,24.473,-0.06666666666666998,0.0
2013-12-31,5.97852,10.55045,24.473,-0.06666666666666998,0.0
2014-01-01,4.03924,6.88623,24.473,-0.18666666666667098,0.0
2014-03-31,4.03924,6.88623,24.709,-0.18666666666667098,0.0
2014-04-01,-2.42976,6.86132,24.709,0.053333333333329236,0.0
2014-06-30,-2.42976,6.86132,24.709,0.053333333333329236,0.0
2014-07-01,1.0447,6.76056,24.709,-0.02666666666666906,0.0
2014-09-30,1.0447,6.76056,24.709,-0.02666666666666906,0.0
2014-10-01,3.26689,4.97925,24.709,-0.16666666666666963,0.0
2014-12-31,3.26689,4.97925,24.709,-0.16666666666666963,0.0
2015-01-01,5.20744,6.58264,24.709,-0.5200000000000005,0.0
2015-03-31,5.20744,6.58264,24.959,-0.5200000000000005,0.0
2015-04-01,-1.9921,5.87431,24.959,0.0033333333333303017,0.0
2015-06-30,-1.9921,5.87431,24.959,0.0033333333333303017,0.0
2015-07-01,1.45911,4.6174,24.959,0.3333333333333304,0.0
2015-09-30,1.45911,4.6174,24.959,0.3333333333333304,0.0
2015-10-01,2.46742,6.4559,24.959,0.57666666666666,0.0
2015-12-31,2.46742,6.4559,24.959,0.57666666666666,0.0
2016-01-01,7.06358,5.65042,24.959,1.4666666666666694,0.0
2016-03-31,7.06358,5.65042,25.23,1.4666666666666694,0.0
2016-04-01,-2.35944,6.19352,25.23,0.5999999999999996,0.0
2016-06-30,-2.35944,6.19352,25.23,0.5999999999999996,0.0
2016-07-01,2.38334,5.29641,25.23,0.5499999999999998,0.0
2016-09-30,2.38334,5.29641,25.23,0.5499999999999998,0.0
2016-10-01,1.44497,2.72274,25.23,0.43333333333333,0.0
2016-12-31,1.44497,2.72274,25.23,0.43333333333333,0.0
2017-01-01,4.80925,2.36319,25.23,0.85333333333333,0.0
2017-03-31,4.80925,2.36319,25.591,0.85333333333333,0.0
2017-04-01,-2.52165,1.45815,25.591,0.7066666666666706,0.0
2017-06-30,-2.52165,1.45815,25.591,0.7066666666666706,0.0
2017-07-01,1.61646,2.3952,25.591,0.47666666666666035,0.0
2017-09-30,1.61646,2.3952,25.591,0.47666666666666035,0.0
2017-10-01,2.74604,3.73492,25.591,1.0299999999999994,0.0
2017-12-31,2.74604,3.73492,25.591,1.0299999999999994,0.0
2018-01-01,7.03401,4.73876,25.591,1.1500000000000004,0.0
2018-03-31,7.03401,4.73876,26.003,1.1500000000000004,0.0
2018-04-01,-3.80419,3.95205,26.003,1.47333333333333,0.0
2018-06-30,-3.80419,3.95205,26.003,1.47333333333333,0.0
2018-07-01,0.63103,5.61404,26.003,1.10333333333333,0.0
2018-09-30,0.63103,5.61404,26.003,1.10333333333333,0.0
2018-10-01,2.53013,5.11038,26.003,0.8466666666666702,0.0
2018-12-31,2.53013,5.11038,26.003,0.8466666666666702,0.0
2019-01-01,6.51761,7.07663,26.003,0.9033333333333404,1.0
2019-03-31,6.51761,7.07663,22.947,0.9033333333333404,1.0
2019-04-01,-4.3734,8.52538,22.947,1.0166666666666702,1.0
2019-06-30,-4.3734,8.52538,22.947,1.0166666666666702,1.0
2019-07-01,-0.13211,6.42303,22.947,1.1233333333333402,1.0
2019-09-30,-0.13211,6.42303,22.947,1.1233333333333402,1.0
2019-10-01,1.50508,8.61878,22.947,1.6100000000000003,1.0
2019-12-31,1.50508,8.61878,22.947,1.6100000000000003,1.0
2020-01-01,6.19707,6.60885,22.947,1.6799999999999997,1.0
2020-03-31,6.19707,6.60885,24.666,1.6799999999999997,1.0
2020-04-01,-28.59849,5.20169,24.666,2.56333333333333,1.0
2020-06-30,-28.59849,5.20169,24.666,2.56333333333333,1.0
2020-07-01,22.33828,5.53063,24.666,2.70333333333334,0.0
2020-09-30,22.33828,5.53063,24.666,2.70333333333334,0.0
2020-10-01,9.71328,4.95234,24.666,2.7733333333333303,0.0
2020-12-31,9.71328,4.95234,24.666,2.7733333333333303,0.0
2021-01-01,7.77759,4.43595,24.666,2.91333333333333,0.0
2021-03-31,7.77759,4.43595,20.824,2.91333333333333,0.0
2021-04-01,-15.22651,5.32578,20.824,2.88,0.0
2021-06-30,-15.22651,5.32578,20.824,2.88,0.0
2021-07-01,9.60113,4.82436,20.824,2.86333333333334,0.0
2021-09-30,9.60113,4.82436,20.824,2.86333333333334,0.0
2021-10-01,5.38252,4.96929,20.824,2.84666666666666,0.0
2021-12-31,5.38252,4.96929,20.824,2.84666666666666,0.0
2022-01-01,6.67843,5.4092,20.824,3.00333333333334,0.0
2022-03-31,6.67843,5.4092,17.732,3.00333333333334,0.0
2022-04-01,-7.89138,6.48458,17.732,2.7933333333333303,0.0
2022-06-30,-7.89138,6.48458,17.732,2.7933333333333303,0.0
2022-07-01,2.32677,6.04176,17.732,1.75,0.0
2022-09-30,2.32677,6.04176,17.732,1.75,0.0
2022-10-01,4.27439,5.66497,17.732,0.9900000000000002,0.0
2022-12-31,4.27439,5.66497,17.732,0.9900000000000002,0.0
2023-01-01,8.76725,6.03559,17.732,0.7000000000000002,0.0
2023-03-31,8.76725,6.03559,15.595,0.7000000000000002,0.0
2023-04-01,-5.51063,5.0272,15.595,0.27000000000000046,0.0
2023-06-30,-5.51063,5.0272,15.595,0.27000000000000046,0.0
2023-07-01,2.03091,6.3873,15.595,0.36666666666666003,0.0
2023-09-30,2.03091,6.3873,15.595,0.36666666666666003,0.0
2023-10-01,4.4381,4.78227,15.595,0.35666666666667,0.0
2023-12-31,4.4381,4.78227,15.595,0.35666666666667,0.0
2024-01-01,7.61525,4.56368,15.595,0.15000000000000036,0.0
2024-03-31,7.61525,4.56368,15.746,0.15000000000000036,0.0
2024-04-01,-7.11765,3.79965,15.746,0.18666666666665943,0.0
2024-07-01,1.16899,2.92988,15.746,0.23999999999999932,0.0
2024-10-01,5.18417,3.93943,15.746,0.33333333333334014,0.0
